year,state,total_revenue,total_revenue_pp,federal_revenue,federal_revenue_pp,state_revenue,state_revenue_pp,local_revenue,local_revenue_pp,current_spending,current_spending_pp,total_salary,total_salary_pp,total_benefits,total_benefits_pp,all_instruction,all_instruction_pp,instructional_staff_salary,instructional_staff_salary_pp,instructional_staff_benefits,instructional_staff_benefits_pp,all_support_services,all_support_services_pp,support_services_staff_salary,support_services_staff_salary_pp,support_services_staff_benefits,support_services_staff_benefits_pp,ss_pupil_support_services,ss_pupil_support_services_pp,ss_instructional_staff_support_services,ss_instructional_staff_support_services_pp,ss_general_administration,ss_general_administration_pp,ss_school_administration,ss_school_administration_pp,ss_operation_and_maintenance_of_plant,ss_operation_and_maintenance_of_plant_pp,ss_pupil_transportation,ss_pupil_transportation_pp,ss_other_nonspecified_support_services,ss_other_nonspecified_support_services_pp,total_capital_outlay,total_capital_outlay_pp,short_term_debt,short_term_debt_pp,long_term_debt,long_term_debt_pp,enrollment,cpi,total_debt,total_debt_pp
2017,United States,735950321764.4518,15133.214313518794,58708665105.89688,1207.217161375911,346757517795.5507,7130.311886111089,330484138863.0042,6795.685266031796,647030784277.236,12935.08296027267,363650763811.6541,7477.692144004201,153222525921.51303,3150.689217925651,392773107374.7234,7851.173363075719,242946823255.5447,4995.673082214061,102836029309.6298,2114.601916558609,221303620005.1624,4550.631551219616,108346418222.98477,2227.911044533754,45926574912.05712,944.3840868287739,36935309020.341965,759.4934438753183,29809651204.887787,612.9697296402434,11880869166.857359,244.3016041410223,34736890365.69537,714.2885297954139,58144260974.615,1195.6084885528585,26743920509.582573,549.933045981915,23052718763.18237,474.0261077051523,66597965803.16514,1369.4417381232604,9756137490.588772,200.6127085211146,471404303260.1283,9693.400830164135,48631444,242.6751667,481160440750.71704,9894.013538685249
2018,United States,745503417276.6044,15340.695741391159,57360284772.2236,1180.3390484481013,347428240960.5431,7149.252650237878,340714891543.83765,7011.1040427051785,651234927899.8203,13021.791941984391,363710049725.0027,7484.286870832602,155591689925.34805,3201.7111425292637,394578265322.14166,7887.825133004073,242359692837.75336,4987.191689779411,104505322968.60435,2150.469085404312,223917887461.9617,4607.697755202382,108678489230.0504,2236.350571158841,46674459911.1993,960.4459481363713,37882488223.93771,779.5276763832887,30203099105.436028,621.5132078454368,11917567343.2434,245.23347833709144,35509123348.58331,730.6924961461967,58230899909.73234,1198.2556496051488,27218305331.4291,560.090785823243,22956404199.599808,472.3844610619772,71518168600.94446,1471.6704485121802,8910260654.83121,183.35484656321347,486084748883.4731,10002.471384497736,48596463,248.1315,494995009538.3043,10185.82623106095
2019,United States,763104650436.9486,15894.05760724006,58796521816.7469,1224.6210465092058,356476093523.19586,7424.7381010524505,347832035097.0058,7244.698459678404,662636730029.1438,13396.410114958131,365722124135.84503,7617.3133694340895,160892839474.0466,3351.0961404090954,400417540771.5138,8089.258393355291,243682048536.05212,5075.445792578373,107595083650.27045,2241.0023701426812,229282380903.40146,4775.5253292297675,110781038650.57726,2307.3680518611623,48692701815.75959,1014.1769224498061,39877535128.475136,830.5716367648479,31108048306.640472,647.9212529751197,12515822951.797915,260.6780588669752,35997605175.809975,749.7605242483135,58804667942.59568,1224.7937415328113,27730987977.358845,577.5835857137139,23247713420.723442,484.20637059718536,77490907452.43594,1613.9873735546169,9373238782.889997,195.2266449205226,493416284585.2802,10276.948793857899,48011950,253.2578333,502789523368.1702,10472.17543877842
2020,United States,771243767000,16064.67478919852,57778738000,1203.5061745922758,362376969000,7548.155858328607,351088060000,7313.012756277636,668193672000,13918.185787918834,371837422000,7745.213011081581,163503402000,3405.7052937681515,405364434000,8443.566200409276,247013594000,5145.186549197899,109039985000,2271.2558246763565,231184050000,4815.463979885636,113437650000,2362.8572885450953,49730596000,1035.8668504001234,41473000000,863.8646897906536,31746696000,661.2699754519371,12730876000,265.17865229193154,36390286000,757.9939509267033,58575976000,1220.1122980354637,25932277000,540.1581372500254,24334939000,506.8862761389212,83959605000,1748.8423342480846,10191706000,212.2888371260228,505568725000,10530.778332649706,48008676,257.27275,515760431000,10743.06716977573
2002,Utah,4135659214.809511,8606.531586135352,344537067.53469837,717.003992110944,2426823285.6193967,5050.348314915743,1364298861.6554163,2839.179279108666,3493110774.801569,7061.162285863205,2148974491.6732507,4472.127207732062,732248305.0458843,1523.853693307043,2216474293.5245132,4612.137493056662,1511207137.2130573,3144.9030580785957,511501065.58484536,1064.4593845903723,987010419.5183328,2054.018464933766,571952701.1544522,1190.260705315199,195504667.28942847,406.8615717105965,119238338.60023603,248.13704032775732,144914110.9120834,301.5794976283293,35627823.53355887,74.14942400390095,202666909.60801366,421.7636565347495,311154664.7280346,647.5331296216027,102206353.08658439,212.70126885637018,71202219.04982184,148.16888796573076,615460435.2389222,1280.7995346247333,0,0,1984411866.4004838,4129.668056870034,480526,178.1666667,1984411866.4004838,4129.668056870034
2003,Utah,4061694687.842351,8408.159968393546,371628491.621138,769.3103968661735,2270778231.5608845,4700.762035462768,1419287964.6603289,2938.0875360646037,3417519797.366707,6866.572137317912,2099840145.8395789,4346.907510402835,745526060.3724266,1543.3256672338425,2131415074.6718383,4412.408391943177,1456772949.305428,3015.682626966146,516675644.3349639,1069.574576006668,996257670.3791574,2062.359399819256,577925185.2248546,1196.3659718097356,202538446.3022217,419.27063410475114,116702055.96097165,241.58748348970985,153808390.1260705,318.4054931822973,36274150.83405352,75.09430228363108,202474866.93057984,419.1434753614675,305241737.5025872,631.880052875039,109791684.70096715,227.27506049567066,71964784.32392754,148.97353213144046,662992971.6067011,1372.466702508358,0,0,2134006287.284974,4417.621900417807,483066,182.0916667,2134006287.284974,4417.621900417807
2004,Utah,4137392330.022816,8490.256492130973,413608597.93374974,848.7547024042904,2286723329.6277657,4692.536076016216,1437060402.461301,2948.965713710467,3478959789.843542,6923.271565320068,2097493248.9280422,4304.2250627822905,787130891.9808589,1615.25769499221,2146635535.184549,4405.055982345418,1448749821.9269688,2972.9500358165847,542439658.3763828,1113.1351982426247,1021798476.0411584,2096.8103523793147,583772870.536206,1197.9443141625297,216269466.31330663,443.79981377222936,120285176.91179602,246.83807234976723,159101072.03673506,326.49090461227615,38547713.07948734,79.09987959147446,206596941.71523696,423.9488128820935,315424939.2831997,647.2725728961218,112578399.05925372,231.0236259581827,69264233.95544964,142.1364840893989,662800866.280446,1360.1253325769264,0,0,2113150103.808382,4336.35161296939,487311,186.1083333,2113150103.808382,4336.35161296939
2005,Utah,4264273687.273083,8737.275158907147,438048125.19561815,897.5423565206052,2321014901.2949924,4755.640482707356,1505210660.7824726,3084.105740271257,3550877958.676317,7055.406560576421,2109607024.697444,4322.477453025561,841707325.268649,1724.6131840766823,2190982784.719614,4489.214888914971,1460337569.1340637,2992.161263993219,577425000.0299948,1183.1191351982266,1035127582.3135108,2120.923267931664,584921742.7608242,1198.4722925273866,231974933.94627023,475.30368878455926,121120843.44027126,248.17358857589983,165462479.64267084,339.01757630412106,36967020.859415755,75.74582164840898,211003916.77621284,432.33095297339594,306345144.9074074,627.6810911580594,117204714.67396975,240.14807451747524,77023462.01356286,157.81274216223267,627707932.3422014,1286.135599934794,0,0,2290038832.736046,4692.17450280386,488055,191.7,2290038832.736046,4692.17450280386
2006,Utah,4367434097.570068,8796.316217526692,443391528.1483866,893.0240731339966,2361279538.594013,4755.781564247345,1562763030.8276691,3147.5105801453506,3602840995.0407834,7030.7395375938095,2107604059.3586721,4244.86135453946,860816753.5461287,1733.7508564011644,2210487726.2710195,4452.071907342675,1457896877.6303108,2936.3040178048327,596677936.7165118,1201.7513730822682,1062419960.9274209,2139.79198084199,583835098.2974347,1175.887233682254,233870014.48978007,471.02477468336195,121870531.64589778,245.4506829061365,162443607.12270033,327.16843134048196,39018640.698861696,78.5881875669437,211114744.6456474,425.1935196665365,331523952.4154444,667.7086227507714,121928725.9595478,245.56707153343655,74519758.43932144,150.08960093828347,652711301.519673,1314.609545354231,0,0,2253907150.2887936,4539.531494723825,496507,198.9416667,2253907150.2887936,4539.531494723825
2007,Utah,4602991816.866475,9131.48606075341,433487290.39081484,859.953880296112,2493041919.2649136,4945.736868594203,1676462607.210747,3325.7953118630944,3724059357.1789017,7163.647997557713,2175110064.980256,4315.0208334149875,908831568.5236536,1802.9587399442464,2289550003.7920356,4542.040288432331,1505572203.0588598,2986.7723657967194,628972834.3225778,1247.7688040634555,1098623664.6828701,2179.4674368973897,601913516.9037098,1194.0862845521087,249047060.3467704,494.05816325105826,127036865.32026534,252.0141571049228,161931133.2271008,321.2380118023438,41233065.526524656,81.80313492102376,220949133.01765698,438.3211119997844,339919125.248638,674.3401723073606,128477558.4360547,254.87537615377832,79076783.9066297,156.8754726081759,730036889.1931881,1448.2558093105745,0,0,2587048720.63132,5132.232890827095,504079,204.112,2587048720.63132,5132.232890827095
2008,Utah,5098256405.650639,9164.3542368932,462940002.00416654,832.1585567402354,2872771279.544037,5163.940660359309,1762545124.1024356,3168.2550197936544,4018558935.4533167,7006.721571812229,2349791165.2841024,4223.8579326850395,978730032.9843067,1759.309829698985,2513690061.6295986,4518.473904262958,1642598589.4422817,2952.6497503826454,685295393.5476936,1231.8547515046012,1152677544.7046068,2071.9860848363596,636900882.7096049,1144.8591191233158,261913003.2052493,470.7948884540163,136778086.94917893,245.86779031480884,171238469.18638158,307.81480599620187,41671126.67584701,74.90277764261823,230128848.72026226,413.6728610452372,352506107.9510024,633.6412810604485,136693011.58920842,245.70979321772072,83661893.63272613,150.38892918217718,1130009822.7216039,2031.2471410333324,0,0,3027066383.1111465,5441.2863338632105,556314,211.684,3027066383.1111465,5441.2863338632105
2009,Utah,5075743793.30879,9533.11799321342,641505715.790345,1204.8570516235034,2665642549.848825,5006.525999815439,1768595527.6696203,3321.722956009372,4181108307.069129,7618.463931948998,2459433454.0641713,4619.229971910557,1017106034.1037433,1910.3032285305558,2600232633.9299903,4883.683893233037,1711682320.6351905,3214.8339027844863,707451395.4094659,1328.7179482400056,1208927417.4538658,2270.5713561189855,673428602.5765258,1264.8098486890874,276917918.45732623,520.0983052912607,143560700.14648914,269.631771848736,180956287.28055993,339.8683553761894,47688962.2080259,89.56962264516376,241707336.30227503,453.97283919553354,366256215.83592343,687.887031025189,138488324.35317543,260.10308858861214,90269591.32741687,169.53864743956126,984742071.1616222,1849.5114279074767,0,0,3030869188.462051,5692.495308423496,532433,214.6485833,3030869188.462051,5692.495308423496
2010,Utah,5039559516.939454,9189.622606436515,676886898.4335132,1234.2986618591722,2577802263.9831676,4700.61104427844,1784870354.5227733,3254.7010313577916,4069296132.1333137,7196.922345490112,2404184580.310939,4384.018909093415,1009471244.8710058,1840.7659457891887,2513308811.77621,4583.013575754288,1670031227.9127321,3045.297303342893,699516221.5550462,1275.5669701008433,1190296936.4797223,2170.496998783685,660571851.9828371,1204.5550954359258,277749838.506368,506.471455072933,144807016.02027836,264.0602018293638,168362116.5484407,307.0020307676342,42506238.7995101,77.50418545243373,241143650.33295354,439.7205302667328,363553974.4774674,662.9397057344082,130119201.39587,237.27200174266505,99804738.90520215,181.99834299044701,933221606.493966,1701.7213006781224,0,0,3084052956.751443,5623.765414922367,548397,216.7613333,3084052956.751443,5623.765414922367
2011,Utah,4813833209.802457,8826.324710887373,582813648.8965073,1068.607682418244,2395245365.363948,4391.765761846148,1835774195.5420022,3365.9512666229807,4063489528.359548,7229.8257644002,2254153538.787373,4133.063080812875,1016661152.3542727,1864.0814757200235,2510724125.207065,4603.4971881828415,1536724649.8451746,2817.635187887922,701610422.7916551,1286.4258199061533,1185393397.6385727,2173.4563180389537,644038049.1894463,1180.8685156202303,282919179.2425509,518.7437402355521,143257671.59615695,262.6712632561508,163168083.52254698,299.17989209241773,38767578.42412777,71.08533788075184,240444875.19382927,440.8617688704585,362124399.2843048,663.9635906081816,135940816.33655828,249.25256735298984,101689973.28104869,186.45353604903818,690078258.2032404,1265.2794448358643,0,0,2995297325.0772476,5491.982445194994,545395,221.0613333,2995297325.0772476,5491.982445194994
2012,Utah,4763487440.938065,8600.31880683004,482430711.76888067,871.0168228570423,2439897434.514301,4405.15853677267,1841159294.6548831,3324.154753233854,4011976523.056116,7016.727914951868,2216667716.7633104,4002.1210536313433,1003356206.487705,1811.5318337995238,2444114585.0195665,4412.767497335791,1501275053.584102,2710.508477566814,685375144.1671958,1237.4227573735407,1189676247.1891224,2147.9202493040093,642898376.2093309,1160.7339319654498,286021166.7486986,516.4030813083516,141250799.25599912,255.01889221655563,163377837.47008944,294.97441469808194,39661565.60984559,71.61241635483523,240257734.84477273,433.7785882990154,363196151.59841526,655.7386384850155,137943784.44959095,249.04930651473165,103988373.9604093,187.7479927357742,753578791.4138871,1360.5680745407124,0,0,2994534129.398141,5406.533926186588,553873,227.5535,2994534129.398141,5406.533926186588
2013,Utah,4776105607.492141,8493.652110457922,455612996.7903047,810.2487203946536,2486035826.9299364,4421.0718365425455,1834456783.7718992,3262.331553520724,4189535034.1158257,7288.569332045423,2210414725.0851502,3930.917669843248,1036219531.1724832,1842.7701915942625,2625310146.9305882,4668.750681869502,1486253193.9447834,2643.1010842805463,709711745.3894728,1262.1214063765553,1220253052.0955718,2170.047387329537,653151218.9853506,1161.5421805358455,294960865.8761073,524.5441230916605,143938589.8702272,255.9733514597411,164466936.61682263,292.4869682694792,39812517.573273174,70.803505433743,241889368.9954003,430.1690988891462,380517695.9580968,676.7027242004502,138816231.99439093,246.86718453916393,110811711.0873607,197.06679181967039,776357990.9799877,1380.6461186761312,0,0,3088819602.5084314,5493.04224575706,562315,231.3886667,3088819602.5084314,5493.04224575706
2014,Utah,4817631475.24033,8445.71820520322,421739043.22117203,739.3489091085113,2587140922.5591407,4535.482022818089,1808751509.460017,3170.89822156569,4137770094.787415,7116.311256729038,2325981529.939699,4077.6464705369185,1084606489.3814178,1901.4112591653225,2558191456.6032877,4484.7257546948995,1599868007.4865205,2804.699848790794,745119752.2767023,1306.2622653826347,1248071014.15279,2187.971777253403,655441221.6848447,1149.0448343539483,307887785.1942005,539.7506510943065,145352770.16477364,254.81047978841562,163235705.5298333,286.1663796816021,39085391.975794606,68.52534128193234,249855284.15585408,438.01914906655196,397451358.7508351,696.7710129197536,138360097.93649915,242.55934432037242,114730405.63920012,201.13101848384392,537463553.5078237,942.2207055543024,0,0,3099186928.1647224,5433.143191862172,570423,234.989,3099186928.1647224,5433.143191862172
2015,Utah,4967999039.984155,8656.358916572608,435051835.08535224,758.0439582882603,2563973298.9080844,4467.5284917749505,1968973905.9907184,3430.7864665093985,4137073765.2886376,7146.8693979466,2417244277.991758,4211.865029834124,1147558151.1092172,1999.5319891516463,2573755668.4561324,4484.540835749498,1624051621.296275,2829.788727646246,773026778.5439277,1346.942822490919,1268292527.8425808,2209.908917547446,661826923.7914431,1153.186899805716,322348589.1688549,561.6682433360502,151406600.22127724,263.81634243981114,163878333.28325737,285.54648659643823,40232834.686389424,70.10390178393597,258050625.3509292,449.63679477266913,396478926.8685561,690.8316114546309,136874906.019887,238.49893086363082,121370301.41228461,211.4748496363297,659028855.2041916,1148.3060420136571,0,0,3225828486.0185905,5620.758873609993,573913,236.6704167,3225828486.0185905,5620.758873609993
2016,Utah,5341506082.988615,9206.081211511208,425535840.7681885,733.4084190633986,2735944061.063243,4715.396278883366,2180026181.157183,3757.2765135644427,4422570689.384949,7508.505722890185,2501293538.3411126,4310.97200916278,1229980646.8726797,2119.8717021184784,2798606011.609494,4823.308263271442,1690342480.801235,2913.299615750968,814266276.1135931,1403.384936165869,1314316783.7358832,2265.2229789986445,697699087.5338792,1202.4848503502221,335911552.32339376,578.9429907949074,152833735.99979937,263.4140933832011,177267004.87565848,305.5184491451451,42168068.43160176,72.67563844008293,270610385.42725325,466.39833940968526,405518183.8623368,698.9063886301052,135115134.58041036,232.8752069777695,130804270.55882327,225.4456617702246,764539077.3836173,1317.6859960974443,0,0,3406334170.5806103,5870.809344989856,580215,238.2429167,3406334170.5806103,5870.809344989856
2017,Utah,5471238531.740132,9302.946565257267,448884584.7828977,763.2569862060798,2835432649.092932,4821.193139454429,2186921297.8643026,3718.496439596759,4536053390.489955,7610.31725543469,2549688613.0499973,4335.325125316994,1232902542.6687796,2096.346085872494,2864281526.249179,4870.119189754326,1720070304.1012888,2924.696452109205,830862928.299783,1412.7489787462457,1354613381.340061,2303.298507953595,718924577.8552502,1222.4091505589556,347523378.51695806,590.9079505125976,162635916.02181023,276.5408498532619,184269393.4306876,313.31754941779957,46324435.404209815,78.76935075367972,279873970.15971637,475.8813750513022,411803621.3735915,700.209701020059,137219813.53232548,233.31842145181474,132486231.41772008,225.2718619333702,879886512.6544486,1496.0981894629929,0,0,3222353424.819961,5479.081541926885,588119,242.6751667,3222353424.819961,5479.081541926885
2018,Utah,5626758361.707401,9495.020982976768,430684816.0773622,726.7732396430926,2945436351.3610725,4970.353402580889,2250637194.268966,3797.8943407527863,4759205013.736668,7908.665623933277,2683123002.025136,4527.7055226059565,1263596291.2901022,2132.2932741610803,2966480062.997846,5005.865184388117,1778093059.7938995,3000.4915368262396,844714865.697221,1425.4377375403767,1481640705.2671669,2500.2368072977433,788373998.204581,1330.359477928034,372895482.62312526,629.2480368171715,201175021.56820074,339.48226567364486,212942122.64061597,359.33775827535,49910383.67458384,84.22254120295086,296263649.58399075,499.9333090216277,439868111.0106939,742.2636343934566,145004195.89209753,244.69432135782841,136477220.89698407,230.30297737288495,861388295.2809297,1453.5672160930797,0,0,3441348793.525812,5807.197613221215,592601,248.1315,3441348793.525812,5807.197613221215
2019,Utah,5930324761.842223,9909.138869170765,421508934.3506991,704.3112574476883,3040056149.2464604,5079.712375514507,2468759678.245064,4125.1152362085695,4935645107.557468,8141.361497830125,2799007419.444941,4676.936787812675,1301310843.080051,2174.3928836849923,3080988933.253264,5148.109763393052,1847310540.6824942,3086.720376330804,863218107.19783175,1442.379312744835,1553556305.5296817,2595.88048512101,835586903.4209652,1396.2087902573871,393060984.69748694,656.7794918329975,222323509.9772924,371.4873128368504,228706114.87913254,382.15377017718487,53026514.92458299,88.6027056403787,312211269.76391137,521.6811907195606,440448499.1748131,735.9550808906806,151035004.23297668,252.36838067231463,145805392.57697266,243.63204418404067,969724207.5206919,1620.336455304816,0,0,3624291540.928223,6055.926868363523,598470,253.2578333,3624291540.928223,6055.926868363523
2020,Utah,6084923000,10026.567031373585,430641000,709.5982731347218,3127438000,5153.305431057211,2526844000,4163.663327181651,5145857000,8479.20017136831,2965559000,4886.565713155814,1368767000,2255.4162272607437,3205089000,5281.256591088848,1955295000,3221.880767202742,904255000,1490.0062615344054,1632516000,2690.0145003954653,892446000,1470.5477194832586,418225000,689.1395333509096,256164000,422.09992090693385,241090000,397.26140258370685,56517000,93.12714210387556,329085000,542.2571183759557,450097000,741.6573292907989,146661000,241.66392037964673,152902000,251.94766675454784,1070152000,1763.366728183496,0,0,3754693000,6186.8787898760875,606880,257.27275,3754693000,6186.8787898760875
2002,Vermont,1547688365.0228832,15875.02345911599,99374668.16990182,1019.3054899730016,1106341174.1484861,11348.024233620574,341972522.70449525,3507.693735522414,1424024164.9898925,13975.036524045829,853498136.2972875,8754.541634049663,238584977.2355313,2447.219792222222,907103765.6506821,8728.98282577568,603485339.3623039,6190.097883879308,169203642.77517235,1735.5586018408683,471165800.5273777,4832.8674045120915,235146812.12251693,2411.95730080693,66016813.37118487,677.1495792091393,103371661.46382193,1060.3151032487715,49332831.970190294,506.02108381084724,35831427.59947026,367.5269989770763,96709043.30697678,991.9705611240465,110406831.74127093,1132.4718066075823,46283102.98292177,474.74403368573536,29230901.46272574,299.83225706270673,94808738.69180378,972.4765548133813,8086402.617757454,82.94338685071217,348438756.7977663,3574.0311169973747,97492,178.1666667,356525159.41552377,3656.974503848087
2003,Vermont,1587551478.1479013,16512.56595658092,112967827.53320803,1175.00330293808,1100804763.357136,11449.782978989559,373778887.2575573,3887.779674653282,1470061037.978571,14583.694979711006,873881508.7178835,9089.490643656676,254861443.4135991,2650.892449983819,936734662.6480738,9096.088769558173,617148006.0281638,6419.128777201203,179505759.26877382,1867.0859563833076,487706056.86509424,5072.772003313757,241718880.85776964,2514.1826722046253,71588959.59377804,744.613343170635,104696857.7200683,1088.9874774813075,53457535.676452786,556.022798131706,37872112.37465157,393.92365794354055,101738297.62633502,1058.2150616066606,114305820.08753726,1188.9201209530145,45709329.58570146,475.43241238836987,29926103.79434788,311.27047480915826,65572938.161535315,682.0371127258181,2311463.3779119556,24.047131229866434,411454610.0175818,4279.654663955031,96142,182.0916667,413766073.3954938,4303.7017951848975
2004,Vermont,1627652129.1134467,17162.26852723096,130698658.08905181,1378.110118202321,1107521346.2499478,11677.904226293449,389432124.77444714,4106.240358918414,1524046769.5234041,15383.253898711904,890578660.0596566,9390.421969124689,282549138.22684795,2979.253696266377,967761176.2643193,9565.873851643912,625046640.2838931,6590.601414608981,197907290.489931,2086.77426140004,509003992.7406087,5367.027744144006,249459068.01047042,2630.340560843655,80110400.59778988,844.7043240889632,111838824.86174518,1179.254513881566,55499859.591725215,585.2036355725076,37679577.38596329,397.2964941382342,105551752.99208376,1112.9554886245385,118456285.95234965,1249.0233171493346,49138139.111474164,518.1166527592561,30839552.845267456,325.1776420185694,106840132.71559398,1126.5443005152094,8740799.34737667,92.16338644466276,433436098.33536667,4570.2367690001765,94839,186.1083333,442176897.6827433,4662.40015544484
2005,Vermont,1677798132.7556078,17847.21331844027,127517097.62128326,1356.4326612023997,1463507512.9812207,15567.739175782472,86773522.15310381,923.0280608633282,1569115494.0466876,15883.633071948358,911372276.6497132,9694.525729551382,291891167.2470005,3104.9344991653625,993098314.1249348,9816.58601443662,636047488.2550861,6765.817024869588,203966158.29420972,2169.6400171491914,526928680.3038602,5605.083437245696,258846985.44992176,2753.4223516431925,83127147.28742827,884.2425497782995,114575620.68727179,1218.777648330725,58854664.46791863,626.0571995174753,39535722.18179447,420.54767313510695,107443918.06077205,1142.9110413536778,123445289.98695879,1313.1244105894627,50976776.92227439,542.2590226264998,32096687.99687011,341.41986228482006,84925506.62493479,903.3803140714658,7758444.276212833,82.52322064423579,423168714.76656234,4501.360524739176,94009,191.7,430927159.04277515,4583.883745383412
2006,Vermont,1711088697.4588716,18530.310944861503,132930037.65334392,1439.5721348654006,1491202129.9357092,16149.03842651128,86956529.86981836,941.7003834848238,1567444440.0590718,16312.124757498072,907762752.9710948,9830.661948342367,303215651.84212863,3283.685274086426,987481203.4298191,10086.78158875101,635763824.1778135,6885.033908283829,212034214.8013179,2296.231228002977,531329602.10843545,5754.059752669699,255695468.5224822,2769.0664924443395,86223281.51782794,933.7600926890192,117195588.44934517,1269.1791844981058,58158103.85487234,629.8305905994503,38575070.70815145,417.74464751933226,104734246.08641824,1134.2201051088307,125240629.00971964,1356.3025380670542,52129172.96072899,564.5365706841139,35296791.03919963,382.24611619281256,76547506.96828257,828.971531909861,4493894.220752499,48.663378281127066,397443884.504261,4304.141962044294,92340,198.9416667,401937778.7250135,4352.805340325421
2007,Vermont,1775533892.33852,19517.799439523398,122371943.86660264,1345.1889011057654,1558179559.6412754,17128.5050708802,94982388.830642,1044.1054675374305,1613485537.3618405,16979.797307274926,917422788.3637415,10084.8896239932,331355635.2847946,3642.4704985743124,1007392371.8387454,10422.1857550389,636756106.404817,6999.625779571999,230568879.1766285,2534.5611066963233,553654709.0959865,6086.128029145763,262372526.33113194,2884.159219203182,94787019.24801089,1041.9627043730893,119747689.21474485,1316.337225322372,63030008.70355491,692.8687714343106,38244541.13672885,420.41013284373287,110144328.89173591,1210.7746282555656,132779470.60069962,1459.5998495923807,52056540.40428784,572.243809771106,37652130.14423454,413.89361192629536,88683925.57639924,974.8690083508073,0,0,404369659.8852591,4445.086557490496,90970,204.112,404369659.8852591,4445.086557490496
