year,state,total_revenue,total_revenue_pp,federal_revenue,federal_revenue_pp,state_revenue,state_revenue_pp,local_revenue,local_revenue_pp,current_spending,current_spending_pp,total_salary,total_salary_pp,total_benefits,total_benefits_pp,all_instruction,all_instruction_pp,instructional_staff_salary,instructional_staff_salary_pp,instructional_staff_benefits,instructional_staff_benefits_pp,all_support_services,all_support_services_pp,support_services_staff_salary,support_services_staff_salary_pp,support_services_staff_benefits,support_services_staff_benefits_pp,ss_pupil_support_services,ss_pupil_support_services_pp,ss_instructional_staff_support_services,ss_instructional_staff_support_services_pp,ss_general_administration,ss_general_administration_pp,ss_school_administration,ss_school_administration_pp,ss_operation_and_maintenance_of_plant,ss_operation_and_maintenance_of_plant_pp,ss_pupil_transportation,ss_pupil_transportation_pp,ss_other_nonspecified_support_services,ss_other_nonspecified_support_services_pp,total_capital_outlay,total_capital_outlay_pp,short_term_debt,short_term_debt_pp,long_term_debt,long_term_debt_pp,enrollment,cpi
2011,Colorado,8699604000,10420.78,969288000,1161.06,3493923000,4185.18,4236393000,5074.55,7347708000,8723.76,4650703000,5570.83,1166094000,1396.8,4204486000,5028.63,2997965000,3591.1,738254000,884.31,2804955000,3359.9,1505683000,1803.58,387313000,463.94,356762000,427.35,417624000,500.25,155724000,186.53,487660000,584.14,689944000,826.45,214757000,257.25,482484000,577.94,827354000,991.04,0,0,7328751000,8778.71,834832,221.0613333
2011,Connecticut,9588416000,18086.85,796156000,1501.81,3185501000,6008.88,5606759000,10576.16,8542188000,15616.5,4867777000,9182.2,2004744000,3781.59,5363942000,9696.36,3443169000,6494.93,1398178000,2637.41,2844490000,5365.63,1283472000,2421.04,553785000,1044.62,521992000,984.65,261279000,492.86,168705000,318.23,478474000,902.56,793830000,1497.42,425309000,802.27,194901000,367.65,516116000,973.56,91816000,173.19,3028215000,5712.19,530132,221.0613333
2011,Delaware,1711831000,14279.78,192182000,1603.15,1010026000,8425.45,509623000,4251.18,1551018000,12684.98,858724000,7163.32,373296000,3113.97,964284000,8001.68,609071000,5080.76,267950000,2235.19,497158000,4147.2,216988000,1810.07,98549000,822.08,71618000,597.42,19249000,160.57,18604000,155.19,84950000,708.64,148503000,1238.78,86637000,722.71,67597000,563.88,182497000,1522.36,0,0,615682000,5135.9,119878,221.0613333
2011,District of Columbia,1283071000,29029.41,155505000,3518.29,0,0,1127566000,25511.12,970843000,18475.08,453157000,10252.65,87395000,1977.31,525185000,8822.48,296425000,6706.6,52619000,1190.5,389526000,8813,156126000,3532.34,34641000,783.75,56648000,1281.66,98105000,2219.62,31647000,716.01,74654000,1689.04,113983000,2578.86,8217000,185.91,6272000,141.9,326332000,7383.24,0,0,0,0,44199,221.0613333
2011,Florida,26446473000,10031.27,4710376000,1786.67,9069119000,3439.96,12666978000,4804.64,23998955000,8886.54,13534256000,5133.6,4552022000,1726.6,14284224000,5418.07,8655513000,3283.08,2805539000,1064.15,8077593000,3063.87,4313030000,1635.95,1519406000,576.32,1045616000,396.61,1511658000,573.38,248746000,94.35,1317034000,499.56,2423404000,919.21,940525000,356.75,590610000,224.02,2217069000,840.94,0,0,16651113000,6315.84,2636404,221.0613333
2011,Georgia,18027907000,10820.82,2267161000,1360.81,7492489000,4497.19,8268257000,4962.82,15551049000,9252.93,9764040000,5860.63,2997699000,1799.3,9671343000,5739.98,6643768000,3987.76,2221355000,1333.32,5005101000,3004.19,2821000000,1693.24,705336000,423.36,732674000,439.77,776369000,466,234028000,140.47,930725000,558.65,1125641000,675.64,654152000,392.64,551512000,331.03,1368395000,821.35,71876000,43.14,4403488000,2643.09,1666039,221.0613333
2011,Hawaii,2499513000,13917.03,347363000,1934.08,2088870000,11630.61,63280000,352.34,2173628000,12004.39,1199952000,6681.21,410968000,2288.23,1253534000,6979.55,829260000,4617.23,263734000,1468.44,786284000,4377.95,318818000,1775.15,128513000,715.55,201134000,1119.89,72212000,402.07,10859000,60.46,138355000,770.35,251994000,1403.08,66436000,369.91,45294000,252.19,85476000,475.92,0,0,0,0,179601,221.0613333
2011,Idaho,2089170000,7862.51,292602000,1101.2,1320153000,4968.34,476415000,1792.97,1817183000,6823.83,1127531000,4243.42,383878000,1444.71,1104553000,4156.94,777992000,2927.94,258479000,972.78,613667000,2309.51,317357000,1194.36,111531000,419.74,103504000,389.53,73725000,277.46,37610000,141.54,103318000,388.83,165950000,624.55,89763000,337.82,39797000,149.77,83524000,314.34,489000,1.84,1335812000,5027.27,265713,221.0613333
2011,Illinois,28695030000,13848.19,2894897000,1397.07,10030682000,4840.8,15769451000,7610.32,24830663000,11834.07,13865860000,6691.65,5849732000,2823.07,14636402000,6986.03,9417294000,4544.78,3818902000,1843,9271610000,4474.47,4171336000,2013.08,1909763000,921.65,1638904000,790.93,1044838000,504.24,993080000,479.26,1248501000,602.53,2206527000,1064.87,1153268000,556.57,986492000,476.08,1884866000,909.63,52445000,25.31,19459042000,9390.91,2072114,221.0613333
2011,Indiana,11853770000,11584.77,1024389000,1001.14,7340384000,7173.81,3488997000,3409.82,9658709000,9371.73,5472490000,5348.3,2758137000,2695.55,5609296000,5475.69,3668854000,3585.6,1767258000,1727.15,3548729000,3468.2,1595909000,1559.69,933141000,911.97,449162000,438.97,362184000,353.96,187797000,183.54,536876000,524.69,1074037000,1049.66,577277000,564.18,361396000,353.19,843671000,824.53,298280000,291.51,11977921000,11706.11,1023220,221.0613333
2011,Iowa,5876820000,11908.62,596688000,1209.11,2537754000,5142.43,2742378000,5557.08,4864677000,9806.99,3091743000,6265.02,991355000,2008.85,2995991000,6070.99,2100982000,4257.37,668524000,1354.68,1638449000,3320.11,898497000,1820.69,294930000,597.64,274381000,556,230757000,467.6,124959000,253.21,273473000,554.16,411157000,833.16,178945000,362.61,144777000,293.37,861361000,1745.44,1037000,2.1,2797459000,5668.69,493493,221.0613333
2011,Kansas,5537274000,11471.65,612100000,1268.1,2945175000,6101.56,1979999000,4101.99,4590990000,9497.52,2755982000,5709.61,763379000,1581.5,2839803000,5879.16,1849439000,3831.51,501730000,1039.44,1530694000,3171.16,820982000,1700.84,232807000,482.31,213646000,442.61,181574000,376.17,116990000,242.37,267926000,555.07,449149000,930.51,184050000,381.3,117359000,243.13,851777000,1764.64,450000,0.93,4452395000,9224.09,482692,221.0613333
2011,Kentucky,7103316000,10555.36,1164688000,1730.7,3704150000,5504.28,2234478000,3320.38,6329613000,9308.91,3961451000,5886.62,1405313000,2088.26,3663998000,5444.62,2595062000,3856.2,870261000,1293.19,2238626000,3326.55,1199200000,1781.98,469629000,697.86,279882000,415.9,351397000,522.17,142173000,211.27,347041000,515.69,573339000,851.97,395599000,587.85,149195000,221.7,733357000,1089.75,0,0,5114552000,7600.11,672958,221.0613333
2011,Louisiana,7981173000,11999.8,1497262000,2251.15,3269321000,4915.47,3214590000,4833.18,7152169000,10723.02,4113741000,6185.06,1707855000,2567.78,4162557000,6258.46,2722568000,4093.42,1100420000,1654.5,2582814000,3883.29,1231418000,1851.45,531415000,798.99,352823000,530.47,390148000,586.59,170506000,256.36,399488000,600.64,666010000,1001.35,412686000,620.48,191153000,287.4,809639000,1217.3,0,0,3638662000,5470.78,665109,221.0613333
2011,Maine,2596753000,13898.64,289290000,1548.37,1043281000,5583.97,1264182000,6766.3,2450776000,12629.93,1373964000,7353.89,568048000,3040.37,1431522000,7325.46,917016000,4908.16,386931000,2070.98,874220000,4679.1,408778000,2187.91,162616000,870.37,154749000,828.27,116673000,624.47,97997000,524.51,127853000,684.31,237379000,1270.53,110448000,591.15,29121000,155.86,164850000,882.33,0,0,947183000,5069.62,186835,221.0613333
2011,Maryland,13439078000,15774.1,1255964000,1474.19,5508339000,6465.41,6674775000,7834.51,11838318000,13871.4,7016052000,8235.08,3008721000,3531.48,7205515000,8457.47,4708737000,5526.87,2044564000,2399.8,4150447000,4871.58,2193618000,2574.76,910696000,1068.93,524364000,615.47,666851000,782.72,110049000,129.17,835837000,981.06,1070412000,1256.39,612124000,718.48,330810000,388.29,989839000,1161.82,3214000,3.77,4002485000,4697.91,851971,221.0613333
2011,Massachusetts,15255880000,16494.57,1197383000,1294.6,5783240000,6252.81,8275257000,8947.16,13715452000,13940.83,7727637000,8355.08,3001345000,3245.04,8685894000,8562.64,5374074000,5810.42,2155017000,2329.99,4583586000,4955.75,2144735000,2318.88,793524000,857.95,955261000,1032.82,783380000,846.99,175574000,189.83,568900000,615.09,1233173000,1333.3,558345000,603.68,308953000,334.04,817228000,883.58,6504000,7.03,4424834000,4784.11,924903,221.0613333
2011,Michigan,18409697000,12644.32,2525528000,1734.61,9845508000,6762.18,6038661000,4147.53,16085764000,10823.48,8517534000,5850.09,4388445000,3014.11,9198775000,6317.99,5644248000,3876.63,2891630000,1986.06,6024406000,4137.74,2739406000,1881.5,1431608000,983.27,1233941000,847.51,845924000,581.01,253261000,173.95,837178000,575,1425018000,978.74,695196000,477.48,733888000,504.06,1273466000,874.65,1334832000,916.8,15351122000,10543.6,1455966,221.0613333
2011,Minnesota,10756413000,13464.18,842906000,1055.1,6289912000,7873.3,3623595000,4535.78,8970032000,10711.62,5421587000,6786.39,1715097000,2146.85,5644771000,7065.76,3868991000,4842.95,1220418000,1527.64,2520057000,3154.44,1158107000,1449.64,381600000,477.66,228109000,285.53,366912000,459.28,247838000,310.23,338792000,424.08,625434000,782.88,474603000,594.08,238369000,298.37,1016875000,1272.86,549749000,688.14,9075794000,11360.49,798891,221.0613333
2011,Mississippi,4507702000,9189.53,1006465000,2051.81,2071467000,4222.95,1429770000,2914.77,3905619000,7927.88,2320973000,4731.6,728217000,1484.56,2238165000,4562.79,1531707000,3122.58,466209000,950.43,1393211000,2840.24,680554000,1387.4,217340000,443.08,186641000,380.49,196929000,401.46,114778000,233.99,223019000,454.65,398349000,812.09,186225000,379.64,87270000,177.91,368906000,752.06,0,0,1778221000,3625.13,490526,221.0613333
2011,Missouri,9842940000,10976.82,1344755000,1499.67,3828396000,4269.42,4669789000,5207.74,8607771000,9409.71,5343684000,5959.26,1563549000,1743.67,5100879000,5688.49,3579589000,3991.95,1011563000,1128.09,2975252000,3317.99,1544794000,1722.75,461806000,515,398052000,443.91,379886000,423.65,254736000,284.08,480386000,535.73,834442000,930.57,422657000,471.35,205093000,228.72,849819000,947.72,0,0,6639981000,7404.89,896702,221.0613333
2011,Montana,1618205000,11433.73,264517000,1869,713642000,5042.37,640046000,4522.37,1515283000,10638.99,875891000,6188.77,266066000,1879.94,902615000,6377.6,598402000,4228.12,176989000,1250.55,540180000,3816.74,258004000,1822.98,80621000,569.64,92287000,652.07,57621000,407.13,43541000,307.65,80869000,571.4,157305000,1111.47,72216000,510.26,36341000,256.77,103728000,732.91,0,0,402991000,2847.41,141529,221.0613333
2011,Nebraska,3801928000,12772.76,571969000,1921.56,1153077000,3873.82,2076882000,6977.39,3224967000,10825.12,1826539000,6136.35,617608000,2074.88,2101943000,7061.58,1291157000,4337.71,447891000,1504.71,951912000,3198,478176000,1606.46,153957000,517.23,127352000,427.85,101988000,342.63,97580000,327.82,160239000,538.33,282039000,947.52,104751000,351.92,77963000,261.92,349683000,1174.78,0,0,2126323000,7143.49,297659,221.0613333
2011,Nevada,4145291000,9648.96,447002000,1040.48,2359671000,5492.59,1338618000,3115.89,3688615000,8526.85,2221108000,5170.06,835227000,1944.15,2161550000,5031.42,1428895000,3326.03,533389000,1241.57,1377125000,3205.52,753772000,1754.55,287706000,669.69,186878000,434.99,195565000,455.22,45260000,105.35,253724000,590.59,385321000,896.91,175811000,409.23,134566000,313.23,323746000,753.58,306330000,713.04,4696982000,10933.13,429610,221.0613333
2011,New Hampshire,2845195000,15032.07,184768000,976.19,1061011000,5605.66,1599416000,8450.22,2586989000,13223.61,1431885000,7565.1,598814000,3163.72,1654129000,8332.43,1045326000,5522.79,441268000,2331.36,855476000,4519.75,358105000,1891.98,149212000,788.33,190006000,1003.86,81625000,431.25,85945000,454.07,140014000,739.74,217961000,1151.56,111871000,591.05,28054000,148.22,206241000,1089.64,0,0,982489000,5190.8,189275,221.0613333
2011,New Jersey,25306154000,18083.46,1283994000,917.53,9331426000,6668.12,14690734000,10497.81,23657554000,15968.42,13432093000,9598.4,5330466000,3809.08,14113108000,9256.28,8837100000,6314.88,3242984000,2317.4,8634990000,6170.45,4332993000,3096.3,1773881000,1267.59,2243957000,1603.5,687521000,491.29,468770000,334.98,1106952000,791.01,2414997000,1725.73,1171120000,836.87,541673000,387.07,917304000,655.49,139057000,99.37,8480142000,6059.8,1399409,221.0613333
2011,New Mexico,3591323000,10837.71,636436000,1920.6,2355210000,7107.43,599677000,1809.67,3009234000,9070.2,1816201000,5480.84,572074000,1726.37,1744548000,5264.61,1200053000,3621.46,376405000,1135.9,1124390000,3393.12,572267000,1726.96,179381000,541.33,303818000,916.85,82818000,249.92,64697000,195.24,179185000,540.74,313006000,944.57,101683000,306.85,79183000,238.95,616478000,1860.37,0,0,1933137000,5833.72,331373,221.0613333
2011,New York,57536081000,21489.44,5118477000,1911.73,23188002000,8660.6,29229602000,10917.11,53711667000,19076.03,28945079000,10810.84,13454025000,5025.01,37834196000,13287.14,21944767000,8196.26,10606673000,3961.54,14460678000,5400.99,6346955000,2370.56,2763599000,1032.19,1536838000,574,1281951000,478.8,865072000,323.1,1855092000,692.87,4425571000,1652.93,3057222000,1141.86,1438932000,537.43,4653802000,1738.17,2384912000,890.75,31034238000,11591.13,2677412,221.0613333
2011,North Carolina,14409515000,9950.52,2046954000,1413.53,7488570000,5171.25,4873991000,3365.74,12106271000,8312.4,7809105000,5392.59,2271745000,1568.76,7566249000,5224.86,5357278000,3699.48,1538122000,1062.15,3843709000,2654.28,2169847000,1498.39,638601000,440.99,630300000,435.25,415822000,287.15,127796000,88.25,745778000,515,1037045000,716.13,533618000,368.49,353350000,244.01,980517000,677.1,0,0,8891393000,6139.97,1448117,221.0613333
2011,North Dakota,1262676000,13118.03,186844000,1941.14,630430000,6549.58,445402000,4627.31,1107414000,11420.4,665241000,6911.24,201151000,2089.77,660944000,6866.59,460208000,4781.13,141895000,1474.16,360118000,3741.29,177689000,1846.02,53208000,552.78,47031000,488.61,35581000,369.65,48892000,507.94,51697000,537.08,102033000,1060.03,45601000,473.75,29283000,304.22,124967000,1298.29,0,0,276620000,2873.82,96255,221.0613333
2011,Ohio,22787387000,13764.37,2533882000,1530.55,9834235000,5940.22,10419270000,6293.6,19580878000,11222.82,11411347000,6892.85,4296671000,2595.34,11074360000,6251.37,7281402000,4398.22,2531827000,1529.31,7570565000,4572.88,3794846000,2292.22,1604869000,969.4,1221806000,738.01,1302816000,786.95,499973000,302,1006008000,607.66,1719992000,1038.93,904493000,546.35,915477000,552.98,2494681000,1506.87,75471000,45.59,8289837000,5007.35,1655534,221.0613333
2011,Oklahoma,5833144000,8862.76,968529000,1471.56,2741058000,4164.71,2123557000,3226.49,5048700000,7586.88,2870576000,4361.5,923035000,1402.44,2866601000,4311.06,1881858000,2859.26,613802000,932.6,1814927000,2757.56,887755000,1348.84,275474000,418.55,341343000,518.63,191653000,291.19,165560000,251.55,266606000,405.08,530332000,805.78,165486000,251.44,153947000,233.9,510428000,775.53,0,0,1674350000,2543.97,658163,221.0613333
2011,Oregon,6062018000,10832.17,848637000,1516.42,2792762000,4990.36,2420619000,4325.38,5557396000,9682.02,2966195000,5300.27,1460739000,2610.18,3261190000,5625.48,1927117000,3443.55,920579000,1644.97,2071303000,3701.19,974118000,1740.64,502806000,898.46,388124000,693.54,219761000,392.69,71847000,128.38,340155000,607.82,448039000,800.6,250102000,446.91,353275000,631.26,461979000,825.51,0,0,6707087000,11984.84,559631,221.0613333
2011,Pennsylvania,27043817000,16185.63,3371827000,2018.03,9261234000,5542.81,14410756000,8624.78,22916162000,13466.66,12958408000,7755.56,4802378000,2874.21,13761915000,8194.17,9038443000,5409.48,3288131000,1967.93,7947108000,4756.32,3585433000,2145.87,1393796000,834.18,1215107000,727.24,847445000,507.19,648152000,387.92,923293000,552.59,2182179000,1306.03,1310688000,784.44,820244000,490.91,2189151000,1310.2,21800000,13.05,25743077000,15407.14,1670854,221.0613333
2011,Rhode Island,2198504000,15798.73,234111000,1682.35,768713000,5524.07,1195680000,8592.31,2090492000,13815.42,1168677000,8398.26,486668000,3497.26,1260021000,8153.74,808672000,5811.22,327229000,2351.51,736651000,5293.67,357400000,2568.32,158021000,1135.56,212298000,1525.6,73745000,529.94,25361000,182.25,93267000,670.23,163206000,1172.82,99879000,717.74,68895000,495.09,43726000,314.22,0,0,1002789000,7206.17,139157,221.0613333
2011,South Carolina,7761414000,10877.78,1041572000,1459.78,3338715000,4679.28,3381127000,4738.72,6506620000,8985.92,3906582000,5475.15,1235168000,1731.11,3689782000,5091.63,2570556000,3602.69,788927000,1105.7,2428477000,3403.56,1218135000,1707.24,394290000,552.61,497227000,696.87,393741000,551.84,69343000,97.19,384355000,538.68,626929000,878.65,256238000,359.12,200644000,281.21,1016126000,1424.12,0,0,10627226000,14894.27,713511,221.0613333
2011,South Dakota,1295143000,10310.58,262395000,2088.92,374648000,2982.56,658100000,5239.11,1111931000,8804.53,668682000,5323.35,187332000,1491.34,661519000,5256.52,457000000,3638.16,125355000,997.95,390655000,3109.99,190709000,1518.23,55405000,441.08,61403000,488.83,46682000,371.63,36492000,290.51,55200000,439.44,114998000,915.49,40170000,319.79,35710000,284.29,199636000,1589.29,0,0,660200000,5255.83,125613,221.0613333
2011,Tennessee,8645594000,8764.96,1272825000,1290.4,3955476000,4010.09,3417293000,3464.47,8062103000,8087.84,4965750000,5034.31,1616433000,1638.75,4947165000,5015.47,3421545000,3468.78,1128176000,1143.75,2635217000,2671.6,1339556000,1358.05,423949000,429.8,360716000,365.7,509092000,516.12,169063000,171.4,456480000,462.78,705985000,715.73,292471000,296.51,141410000,143.36,661195000,670.32,0,0,5307556000,5380.83,986382,221.0613333
2011,Texas,50856161000,10594.6,7818075000,1628.7,19623258000,4088.01,23414828000,4877.89,41954996000,8671.16,28551905000,5948.07,4998265000,1041.26,25155007000,5240.41,19434610000,4048.71,3277380000,682.76,14325757000,2984.41,8268621000,1722.56,1481300000,308.59,2072433000,431.74,2196231000,457.53,596759000,124.32,2307564000,480.72,4518011000,941.21,1176869000,245.17,1457890000,303.71,6556210000,1365.82,2690100000,560.41,63649743000,13259.82,4800196,221.0613333
2011,Utah,4136281000,7584.01,500782000,918.2,2058112000,3773.62,1577387000,2892.19,3491549000,6212.22,1936879000,3551.33,873565000,1601.71,2157337000,3955.55,1320429000,2421.05,602858000,1105.36,1018548000,1867.54,553389000,1014.66,243098000,445.73,123094000,225.7,140202000,257.07,33311000,61.08,206602000,378.81,311155000,570.51,116807000,214.17,87377000,160.21,592949000,1087.19,0,0,2573706000,4718.98,545395,221.0613333
2011,Vermont,1506288000,17317.24,106823000,1228.1,1329172000,15281,70293000,808.13,1453631000,15980.19,824410000,9477.94,303363000,3487.65,888388000,9630.85,559815000,6435.99,206507000,2374.13,511825000,5884.26,245195000,2818.92,90692000,1042.65,114715000,1318.84,65179000,749.34,32588000,374.65,98340000,1130.58,121315000,1394.71,45449000,522.51,34239000,393.63,63655000,731.82,4152000,47.73,284236000,3267.76,86982,221.0613333
2011,Virginia,14418028000,11526.57,1427301000,1141.06,5351177000,4278.03,7639550000,6107.48,13042932000,10364.24,8408818000,6722.47,2682191000,2144.29,7861076000,6281.2,5573465000,4455.73,1732132000,1384.76,4602566000,3679.54,2592575000,2072.65,862284000,689.36,627158000,501.38,862347000,689.41,199563000,159.54,750556000,600.04,1263119000,1009.81,695290000,555.85,204533000,163.51,1075067000,859.47,10230000,8.18,7739415000,6187.31,1250852,221.0613333
2011,Washington,11816324000,11329.4,1367629000,1311.27,6758505000,6480,3690190000,3538.12,9948693000,9482.91,6250482000,5992.91,2038368000,1954.37,6007184000,5759.64,4099677000,3930.74,1296190000,1242.78,3427282000,3286.05,1941254000,1861.26,664951000,637.55,671719000,644.04,398580000,382.16,113018000,108.36,572314000,548.73,896305000,859.37,408785000,391.94,366561000,351.46,1467334000,1406.87,0,0,8885396000,8519.25,1042979,221.0613333
2011,West Virginia,3464575000,12280.07,510256000,1808.58,1927726000,6832.76,1026593000,3638.72,3382485000,11846.45,1752882000,6213.03,1137213000,4030.81,2010407000,7125.82,1172212000,4154.86,740338000,2624.1,1160212000,4112.33,516074000,1829.21,354496000,1256.5,152251000,539.65,134116000,475.37,64728000,229.43,178906000,634.13,327768000,1161.76,244846000,867.85,57597000,204.15,269242000,954.32,0,0,448269000,1588.87,282130,221.0613333
2011,Wisconsin,11405841000,13197.37,1002909000,1160.44,5226954000,6047.96,5175978000,5988.98,10286531000,11773.8,5430544000,6283.53,2970141000,3436.66,6138402000,7102.57,3827535000,4428.73,1982782000,2294.22,3668777000,4245.04,1455106000,1683.66,917425000,1061.53,484690000,560.82,501639000,580.43,268290000,310.43,501953000,580.8,915451000,1059.24,411968000,476.68,584786000,676.64,541918000,627.04,567631000,656.79,4802849000,5557.24,864251,221.0613333
2011,Wyoming,1646865000,18679.35,154955000,1757.56,878979000,9969.7,612931000,6952.09,1406181000,15849.14,835195000,9473.09,335380000,3804,825783000,9366.34,539712000,6121.61,212491000,2410.15,528352000,5992.76,278593000,3159.9,114679000,1300.73,81184000,920.82,91320000,1035.79,28523000,323.52,74348000,843.28,135193000,1533.41,64292000,729.22,53492000,606.73,234408000,2658.74,0,0,32628000,370.08,88165,221.0613333
2012,United States,594525532000,12331.36,59532214000,1234.79,270431959000,5609.17,264561359000,5487.4,523559801000,10607.66,305537352000,6337.31,113936694000,2363.22,316590722000,6430.06,206693906000,4287.15,75855525000,1573.36,179847962000,3730.32,89362146000,1853.51,34289655000,711.22,29150652000,604.63,23691363000,491.39,9738239000,201.99,27831370000,577.26,48229390000,1000.35,23125285000,479.65,18081663000,375.04,50202327000,1041.27,7515664000,155.89,394643286000,8185.5,48212483,227.5535
2012,Alabama,7135105000,9582.2,789954000,1060.88,3948651000,5302.9,2396500000,3218.42,6493448000,8562.06,3719862000,4995.64,1399800000,1879.88,3695221000,4959.36,2441817000,3279.27,872555000,1171.81,2239569000,3007.66,1101198000,1478.87,435965000,585.49,368257000,494.56,288636000,387.63,144767000,194.42,393786000,528.84,580977000,780.23,323109000,433.92,140037000,188.06,580949000,780.19,0,0,4879251000,6552.66,744621,227.5535
2012,Alaska,2383402000,18225.77,352005000,2691.77,1507913000,11530.94,523484000,4003.06,2285517000,17390.4,1060067000,8106.29,958576000,7330.19,1255757000,9602.72,671618000,5135.83,459317000,3512.38,947153000,7242.84,364309000,2785.85,249153000,1905.26,187177000,1431.33,150271000,1149.12,33280000,254.49,138276000,1057.39,281963000,2156.16,69545000,531.81,86641000,662.54,145219000,1110.48,0,0,1076477000,8231.77,130771,227.5535
2012,Arizona,7869244000,8347.22,1050228000,1114.02,2845535000,3018.37,3973481000,4214.83,7135021000,7558.92,4682472000,4966.89,1096043000,1162.62,3917564000,4155.52,2933869000,3112.07,653108000,692.78,2856528000,3030.03,1637612000,1737.08,370622000,393.13,1015146000,1076.81,178754000,189.61,79966000,84.82,297438000,315.5,759553000,805.69,308166000,326.88,217505000,230.72,699033000,741.49,0,0,4161223000,4413.98,942738,227.5535
2012,Arkansas,5151611000,10830.2,666267000,1400.69,3823172000,8037.43,662172000,1392.08,4509911000,9410.62,2676463000,5626.71,740069000,1555.84,2548056000,5349.92,1728956000,3634.77,475272000,999.16,1683928000,3540.11,854245000,1795.87,236268000,496.7,230325000,484.21,377140000,792.86,106685000,224.28,225951000,475.02,437981000,920.76,178523000,375.31,127323000,267.67,612420000,1287.49,99000,0.21,3605002000,7578.77,475671,227.5535
2012,California,66568626000,10731.62,8793325000,1417.58,36413273000,5870.24,21362028000,3443.8,58095154000,9182.89,34544849000,5569.02,12962073000,2089.63,34213049000,5514.9,22611601000,3645.25,7983600000,1287.05,20393761000,3287.71,10524003000,1696.59,4388641000,707.5,2980324000,480.46,3247956000,523.61,546242000,88.06,3753288000,605.07,5489314000,884.94,1452141000,234.1,2924496000,471.46,6736656000,1086.03,0,0,51369368000,8281.33,6203034,227.5535
2012,Colorado,8570286000,10164.97,705634000,836.93,3702427000,4391.34,4162225000,4936.69,7279824000,8547.66,4596516000,5451.79,1187883000,1408.91,4174705000,4943.58,2964450000,3516.05,756647000,897.44,2751179000,3263.09,1484024000,1760.16,390087000,462.67,351311000,416.68,400584000,475.12,120304000,142.69,489602000,580.7,696914000,826.59,219348000,260.16,473116000,561.15,697434000,827.21,0,0,6941424000,8233.02,843120,227.5535
2012,Connecticut,9867251000,18886.46,509564000,975.33,3735476000,7149.91,5622211000,10761.22,8762915000,16273.65,4878204000,9337.15,2218671000,4246.66,5485615000,10078.09,3434071000,6573,1544122000,2955.53,2932123000,5612.24,1299050000,2486.45,616781000,1180.55,554864000,1062.04,257630000,493.12,178349000,341.37,501822000,960.51,791287000,1514.57,445381000,852.48,202790000,388.15,637389000,1220,56500000,108.14,2873642000,5500.31,522451,227.5535
2012,Delaware,1815111000,15301.38,183793000,1549.37,1090060000,9189.2,541258000,4562.8,1689513000,13864.57,903901000,7619.88,426742000,3597.43,1053066000,8832.14,638699000,5384.23,317627000,2677.59,531313000,4478.97,230343000,1941.79,101401000,854.81,68908000,580.89,29535000,248.98,20778000,175.16,88543000,746.42,164388000,1385.79,85970000,724.73,73191000,617,149584000,1260.99,0,0,553911000,4669.47,118624,227.5535
2012,District of Columbia,1331006000,29831.14,137742000,3087.14,0,0,1193264000,26744,905652000,17468.47,514958000,11541.49,61473000,1377.76,594156000,10635.44,386496000,8662.33,39645000,888.54,266716000,5977.77,127827000,2864.92,21685000,486.01,14052000,314.94,37552000,841.63,40316000,903.58,86844000,1946.39,72449000,1623.76,11125000,249.34,4378000,98.12,283890000,6362.68,0,0,0,0,44618,227.5535
2012,Florida,24131880000,9077.05,3068321000,1154.13,8702317000,3273.32,12361242000,4649.6,22788834000,8371.97,13161006000,4950.43,3711196000,1395.94,13558844000,5100.07,8424880000,3168.96,2277281000,856.58,7607362000,2861.46,4191287000,1576.53,1238646000,465.91,966418000,363.51,1413224000,531.58,196260000,73.82,1234450000,464.33,2314303000,870.51,922916000,347.15,559791000,210.56,1837264000,691.08,0,0,16070589000,6044.85,2658559,227.5535
2012,Georgia,17556060000,10517.93,1862297000,1115.71,7455147000,4466.42,8238616000,4935.8,15572647000,9247.02,9707204000,5815.64,3074711000,1842.08,9611118000,5692.55,6592882000,3949.83,2222702000,1331.63,5043644000,3021.67,2812036000,1684.71,768637000,460.49,717096000,429.62,802273000,480.65,204359000,122.43,932906000,558.91,1155670000,692.37,702712000,421,528628000,316.7,1566020000,938.21,11867000,7.11,4643592000,2782,1669156,227.5535
2012,Hawaii,2535038000,13874.96,318728000,1744.49,2161254000,11829.14,55056000,301.34,2220637000,12053.78,1184582000,6483.54,426745000,2335.69,1262938000,6912.41,814926000,4460.31,284553000,1557.44,814511000,4458.04,318052000,1740.79,124927000,683.76,205928000,1127.1,78573000,430.05,10648000,58.28,134487000,736.08,251934000,1378.9,75894000,415.39,57047000,312.23,124096000,679.21,0,0,0,0,182706,227.5535
2012,Idaho,1981212000,7404.85,266087000,994.51,1238989000,4630.77,476136000,1779.58,1785929000,6658.57,1090552000,4075.98,378870000,1416.04,1073312000,4011.54,749704000,2802.05,254848000,952.5,609786000,2279.1,308377000,1152.57,109887000,410.71,100136000,374.26,72607000,271.37,37713000,140.95,102142000,381.76,165029000,616.8,90750000,339.18,41409000,154.77,69239000,258.78,1192000,4.46,1338601000,5003.07,267556,227.5535
